"INCITS","County or equivalent","State or district","Pop Rank","2013 Pop","Core Based Statistical Area","Combined Statistical Area"
"47109","McNairy County","Tennessee","1559","26,140","",""
"47111","Macon County","Tennessee","1698","22,701","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47113","Madison County","Tennessee","595","98,733","Jackson, TN Metropolitan Statistical Area",""
"47115","Marion County","Tennessee","1476","28,374","Chattanooga, TN-GA Metropolitan Statistical Area","Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area"
"47117","Marshall County","Tennessee","1410","31,130","Lewisburg, TN Micropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47119","Maury County","Tennessee","669","83,761","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47121","Meigs County","Tennessee","2317","11,649","",""
"47123","Monroe County","Tennessee","1064","45,265","",""
"47125","Montgomery County","Tennessee","347","184,119","Clarksville, TN-KY Metropolitan Statistical Area",""
"47127","Moore County","Tennessee","2737","6,301","Tullahoma-Manchester, TN Micropolitan Statistical Area",""
"47129","Morgan County","Tennessee","1737","21,915","Knoxville, TN Metropolitan Statistical Area","Knoxville-Morristown-Sevierville, TN Combined Statistical Area"
"47131","Obion County","Tennessee","1409","31,131","Union City, TN-KY Micropolitan Statistical Area","Martin-Union City, TN-KY Combined Statistical Area"
"47133","Overton County","Tennessee","1729","22,075","Cookeville, TN Micropolitan Statistical Area",""
"47135","Perry County","Tennessee","2608","7,869","",""
"47137","Pickett County","Tennessee","2831","5,090","",""
"47139","Polk County","Tennessee","1998","16,690","Cleveland, TN Metropolitan Statistical Area","Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area"
"47141","Putnam County","Tennessee","739","73,525","Cookeville, TN Micropolitan Statistical Area",""
"47143","Rhea County","Tennessee","1374","32,513","Dayton, TN Micropolitan Statistical Area","Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area"
"47145","Roane County","Tennessee","939","53,047","Knoxville, TN Metropolitan Statistical Area","Knoxville-Morristown-Sevierville, TN Combined Statistical Area"
"47147","Robertson County","Tennessee","787","67,383","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47149","Rutherford County","Tennessee","238","281,029","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47151","Scott County","Tennessee","1733","22,015","",""
"47153","Sequatchie County","Tennessee","2125","14,681","Chattanooga, TN-GA Metropolitan Statistical Area","Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area"
"47155","Sevier County","Tennessee","619","93,570","Sevierville, TN Micropolitan Statistical Area","Knoxville-Morristown-Sevierville, TN Combined Statistical Area"
"47157","Shelby County","Tennessee","51","939,465","Memphis, TN-MS-AR Metropolitan Statistical Area","Memphis-Forrest City, TN-MS-AR Combined Statistical Area"
"47159","Smith County","Tennessee","1870","19,074","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47161","Stewart County","Tennessee","2221","13,362","",""
"47163","Sullivan County","Tennessee","402","156,595","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area","Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area"
"47165","Sumner County","Tennessee","373","168,888","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47167","Tipton County","Tennessee","847","61,586","Memphis, TN-MS-AR Metropolitan Statistical Area","Memphis-Forrest City, TN-MS-AR Combined Statistical Area"
"47169","Trousdale County","Tennessee","2611","7,828","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47171","Unicoi County","Tennessee","1912","18,082","Johnson City, TN Metropolitan Statistical Area","Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area"
"47173","Union County","Tennessee","1868","19,102","Knoxville, TN Metropolitan Statistical Area","Knoxville-Morristown-Sevierville, TN Combined Statistical Area"
"47175","Van Buren County","Tennessee","2798","5,583","",""
"47177","Warren County","Tennessee","1172","39,965","McMinnville, TN Micropolitan Statistical Area",""
"47179","Washington County","Tennessee","491","125,546","Johnson City, TN Metropolitan Statistical Area","Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area"
"47181","Wayne County","Tennessee","1983","16,939","",""
"47183","Weakley County","Tennessee","1315","34,450","Martin, TN Micropolitan Statistical Area","Martin-Union City, TN-KY Combined Statistical Area"
"47185","White County","Tennessee","1554","26,244","",""
"47187","Williamson County","Tennessee","323","198,901","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"47189","Wilson County","Tennessee","502","121,945","Nashville-Davidson–Murfreesboro–Franklin, TN Metropolitan Statistical Area","Nashville-Davidson–Murfreesboro, TN Combined Statistical Area"
"48001","Anderson County","Texas","883","57,938","Palestine, TX Micropolitan Statistical Area",""
"48003","Andrews County","Texas","1992","16,799","Andrews, TX Micropolitan Statistical Area",""
"48005","Angelina County","Texas","650","87,441","Lufkin, TX Micropolitan Statistical Area",""
"48007","Aransas County","Texas","1630","24,356","Corpus Christi, TX Metropolitan Statistical Area","Corpus Christi-Kingsville-Alice, TX Combined Statistical Area"
"48009","Archer County","Texas","2548","8,681","Wichita Falls, TX Metropolitan Statistical Area",""
"48011","Armstrong County","Texas","3057","1,949","Amarillo, TX Metropolitan Statistical Area","Amarillo-Borger, TX Combined Statistical Area"
"48013","Atascosa County","Texas","1027","47,093","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48015","Austin County","Texas","1459","28,847","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48017","Bailey County","Texas","2673","7,114","",""
"48019","Bandera County","Texas","1800","20,601","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48021","Bastrop County","Texas","724","75,825","Austin-Round Rock, TX Metropolitan Statistical Area",""
"48023","Baylor County","Texas","2933","3,614","",""
"48025","Bee County","Texas","1363","32,799","Beeville, TX Micropolitan Statistical Area",""
"48027","Bell County","Texas","201","326,843","Killeen-Temple, TX Metropolitan Statistical Area",""
"48029","Bexar County","Texas","18","1,817,610","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48031","Blanco County","Texas","2379","10,723","",""
"48033","Borden County","Texas","3123","637","",""
"48035","Bosque County","Texas","1923","17,855","",""
"48037","Bowie County","Texas","621","93,487","Texarkana, TX-AR Metropolitan Statistical Area",""
"48039","Brazoria County","Texas","199","330,242","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48041","Brazos County","Texas","312","203,164","College Station-Bryan, TX Metropolitan Statistical Area",""
"48043","Brewster County","Texas","2493","9,286","",""
"48045","Briscoe County","Texas","3080","1,537","",""
"48047","Brooks County","Texas","2658","7,237","",""
"48049","Brown County","Texas","1228","37,749","Brownwood, TX Micropolitan Statistical Area",""
"48051","Burleson County","Texas","1972","17,169","College Station-Bryan, TX Metropolitan Statistical Area",""
"48053","Burnet County","Texas","1091","43,823","",""
"48055","Caldwell County","Texas","1192","39,232","Austin-Round Rock, TX Metropolitan Statistical Area",""
"48057","Calhoun County","Texas","1743","21,806","Port Lavaca, TX Micropolitan Statistical Area","Victoria-Port Lavaca, TX Combined Statistical Area"
"48059","Callahan County","Texas","2207","13,525","Abilene, TX Metropolitan Statistical Area",""
"48061","Cameron County","Texas","163","417,276","Brownsville-Harlingen, TX Metropolitan Statistical Area","Brownsville-Harlingen-Raymondville, TX Combined Statistical Area"
"48063","Camp County","Texas","2276","12,413","",""
"48065","Carson County","Texas","2756","6,010","Amarillo, TX Metropolitan Statistical Area","Amarillo-Borger, TX Combined Statistical Area"
"48067","Cass County","Texas","1423","30,331","",""
"48069","Castro County","Texas","2598","8,030","",""
"48071","Chambers County","Texas","1252","36,812","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48073","Cherokee County","Texas","971","50,878","Jacksonville, TX Micropolitan Statistical Area","Tyler-Jacksonville, TX Combined Statistical Area"
"48075","Childress County","Texas","2674","7,095","",""
"48077","Clay County","Texas","2397","10,473","Wichita Falls, TX Metropolitan Statistical Area",""
"48079","Cochran County","Texas","2978","3,016","",""
"48081","Coke County","Texas","2958","3,210","",""
"48083","Coleman County","Texas","2561","8,543","",""
"48085","Collin County","Texas","63","854,778","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48087","Collingsworth County","Texas","2966","3,099","",""
"48089","Colorado County","Texas","1793","20,752","",""
"48091","Comal County","Texas","516","118,480","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48093","Comanche County","Texas","2198","13,623","",""
"48095","Concho County","Texas","2901","4,043","",""
"48097","Cooke County","Texas","1208","38,467","Gainesville, TX Micropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48099","Coryell County","Texas","722","76,192","Killeen-Temple, TX Metropolitan Statistical Area",""
"48101","Cottle County","Texas","3082","1,452","",""
"48103","Crane County","Texas","2852","4,773","",""
"48105","Crockett County","Texas","2921","3,807","",""
"48107","Crosby County","Texas","2759","5,991","Lubbock, TX Metropolitan Statistical Area","Lubbock-Levelland, TX Combined Statistical Area"
"48109","Culberson County","Texas","3030","2,277","",""
"48111","Dallam County","Texas","2677","7,057","",""
"48113","Dallas County","Texas","9","2,480,331","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48115","Dawson County","Texas","2185","13,810","Lamesa, TX Micropolitan Statistical Area",""
"48117","Deaf Smith County","Texas","1866","19,177","Hereford, TX Micropolitan Statistical Area",""
"48119","Delta County","Texas","2822","5,238","",""
"48121","Denton County","Texas","84","728,799","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48123","DeWitt County","Texas","1808","20,503","",""
"48125","Dickens County","Texas","3028","2,291","",""
"48127","Dimmit County","Texas","2368","10,897","",""
"48129","Donley County","Texas","2939","3,522","",""
"48131","Duval County","Texas","2318","11,640","",""
"48133","Eastland County","Texas","1908","18,245","",""
"48135","Ector County","Texas","426","149,378","Odessa, TX Metropolitan Statistical Area","Midland-Odessa, TX Combined Statistical Area"
"48137","Edwards County","Texas","3066","1,884","",""
"48139","Ellis County","Texas","404","155,976","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48141","El Paso County","Texas","68","827,718","El Paso, TX Metropolitan Statistical Area","El Paso-Las Cruces, TX-NM Combined Statistical Area"
"48143","Erath County","Texas","1177","39,658","Stephenville, TX Micropolitan Statistical Area",""
"48145","Falls County","Texas","1953","17,493","Waco, TX Metropolitan Statistical Area",""
"48147","Fannin County","Texas","1333","33,659","",""
"48149","Fayette County","Texas","1614","24,821","",""
"48151","Fisher County","Texas","2917","3,856","",""
"48153","Floyd County","Texas","2740","6,230","",""
"48155","Foard County","Texas","3096","1,277","",""
"48157","Fort Bend County","Texas","98","652,365","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48159","Franklin County","Texas","2385","10,660","",""
"48161","Freestone County","Texas","1849","19,646","",""
"48163","Frio County","Texas","1914","18,065","",""
"48165","Gaines County","Texas","1877","18,921","",""
"48167","Galveston County","Texas","215","306,782","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48169","Garza County","Texas","2736","6,317","",""
"48171","Gillespie County","Texas","1592","25,357","Fredericksburg, TX Micropolitan Statistical Area",""
"48173","Glasscock County","Texas","3098","1,251","Big Spring, TX Micropolitan Statistical Area",""
"48175","Goliad County","Texas","2644","7,465","Victoria, TX Metropolitan Statistical Area","Victoria-Port Lavaca, TX Combined Statistical Area"
"48177","Gonzales County","Texas","1824","20,312","",""
"48179","Gray County","Texas","1686","23,043","Pampa, TX Micropolitan Statistical Area",""
"48181","Grayson County","Texas","501","122,353","Sherman-Denison, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48183","Gregg County","Texas","500","123,024","Longview, TX Metropolitan Statistical Area","Longview-Marshall, TX Combined Statistical Area"
"48185","Grimes County","Texas","1539","26,859","",""
"48187","Guadalupe County","Texas","443","143,183","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48189","Hale County","Texas","1280","35,764","Plainview, TX Micropolitan Statistical Area",""
"48191","Hall County","Texas","2954","3,239","",""
"48193","Hamilton County","Texas","2583","8,310","",""
"48195","Hansford County","Texas","2801","5,555","",""
"48197","Hardeman County","Texas","2906","4,016","",""
"48199","Hardin County","Texas","909","55,417","Beaumont-Port Arthur, TX Metropolitan Statistical Area",""
"48201","Harris County","Texas","3","4,336,853","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48203","Harrison County","Texas","792","66,886","Marshall, TX Micropolitan Statistical Area","Longview-Marshall, TX Combined Statistical Area"
"48205","Hartley County","Texas","2751","6,100","",""
"48207","Haskell County","Texas","2769","5,875","",""
"48209","Hays County","Texas","359","176,026","Austin-Round Rock, TX Metropolitan Statistical Area",""
"48211","Hemphill County","Texas","2894","4,158","",""
"48213","Henderson County","Texas","700","78,675","Athens, TX Micropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48215","Hidalgo County","Texas","71","815,996","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area","McAllen-Edinburg, TX Combined Statistical Area"
"48217","Hill County","Texas","1304","34,823","",""
"48219","Hockley County","Texas","1661","23,530","Levelland, TX Micropolitan Statistical Area","Lubbock-Levelland, TX Combined Statistical Area"
"48221","Hood County","Texas","943","52,905","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48223","Hopkins County","Texas","1290","35,565","Sulphur Springs, TX Micropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48225","Houston County","Texas","1691","22,911","",""
"48227","Howard County","Texas","1271","36,147","Big Spring, TX Micropolitan Statistical Area",""
"48229","Hudspeth County","Texas","2953","3,318","El Paso, TX Metropolitan Statistical Area","El Paso-Las Cruces, TX-NM Combined Statistical Area"
"48231","Hunt County","Texas","654","87,048","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48233","Hutchinson County","Texas","1741","21,819","Borger, TX Micropolitan Statistical Area","Amarillo-Borger, TX Combined Statistical Area"
"48235","Irion County","Texas","3077","1,612","San Angelo, TX Metropolitan Statistical Area",""
"48237","Jack County","Texas","2524","8,957","",""
"48239","Jackson County","Texas","2130","14,591","",""
"48241","Jasper County","Texas","1286","35,649","",""
"48243","Jeff Davis County","Texas","3032","2,253","",""
"48245","Jefferson County","Texas","263","252,358","Beaumont-Port Arthur, TX Metropolitan Statistical Area",""
"48247","Jim Hogg County","Texas","2819","5,245","",""
"48249","Jim Wells County","Texas","1136","41,680","Alice, TX Micropolitan Statistical Area","Corpus Christi-Kingsville-Alice, TX Combined Statistical Area"
"48251","Johnson County","Texas","410","154,707","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48253","Jones County","Texas","1843","19,859","Abilene, TX Metropolitan Statistical Area",""
"48255","Karnes County","Texas","2095","15,081","",""
"48257","Kaufman County","Texas","548","108,568","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48259","Kendall County","Texas","1227","37,766","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48261","Kenedy County","Texas","3140","412","Kingsville, TX Micropolitan Statistical Area","Corpus Christi-Kingsville-Alice, TX Combined Statistical Area"
"48263","Kent County","Texas","3118","807","",""
"48265","Kerr County","Texas","979","49,953","Kerrville, TX Micropolitan Statistical Area",""
"48267","Kimble County","Texas","2869","4,481","",""
"48269","King County","Texas","3140","285","",""
"48271","Kinney County","Texas","2937","3,586","",""
"48273","Kleberg County","Texas","1387","32,101","Kingsville, TX Micropolitan Statistical Area","Corpus Christi-Kingsville-Alice, TX Combined Statistical Area"
"48275","Knox County","Texas","2923","3,767","",""
"48277","Lamar County","Texas","993","49,426","Paris, TX Micropolitan Statistical Area",""
"48279","Lamb County","Texas","2190","13,775","",""
"48281","Lampasas County","Texas","1831","20,222","Killeen-Temple, TX Metropolitan Statistical Area",""
"48283","La Salle County","Texas","2647","7,369","",""
"48285","Lavaca County","Texas","1853","19,581","",""
"48287","Lee County","Texas","2001","16,628","",""
"48289","Leon County","Texas","1996","16,742","",""
"48291","Liberty County","Texas","710","76,907","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48293","Limestone County","Texas","1674","23,326","",""
"48295","Lipscomb County","Texas","2943","3,485","",""
"48297","Live Oak County","Texas","2308","11,867","",""
"48299","Llano County","Texas","1861","19,444","",""
"48301","Loving County","Texas","3141","95","",""
"48303","Lubbock County","Texas","231","289,324","Lubbock, TX Metropolitan Statistical Area","Lubbock-Levelland, TX Combined Statistical Area"
"48305","Lynn County","Texas","2785","5,723","Lubbock, TX Metropolitan Statistical Area","Lubbock-Levelland, TX Combined Statistical Area"
"48307","McCulloch County","Texas","2581","8,330","",""
"48309","McLennan County","Texas","271","241,481","Waco, TX Metropolitan Statistical Area",""
"48311","McMullen County","Texas","3120","764","",""
"48313","Madison County","Texas","2189","13,781","",""
"48315","Marion County","Texas","2420","10,235","",""
"48317","Martin County","Texas","2815","5,312","Midland, TX Metropolitan Statistical Area","Midland-Odessa, TX Combined Statistical Area"
"48319","Mason County","Texas","2896","4,128","",""
"48321","Matagorda County","Texas","1258","36,592","Bay City, TX Micropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48323","Maverick County","Texas","902","55,932","Eagle Pass, TX Micropolitan Statistical Area",""
"48325","Medina County","Texas","1023","47,399","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48327","Menard County","Texas","3039","2,148","",""
"48329","Midland County","Texas","419","151,468","Midland, TX Metropolitan Statistical Area","Midland-Odessa, TX Combined Statistical Area"
"48331","Milam County","Texas","1637","24,167","",""
"48333","Mills County","Texas","2844","4,907","",""
"48335","Mitchell County","Texas","2478","9,402","",""
"48337","Montague County","Texas","1859","19,503","",""
"48339","Montgomery County","Texas","136","499,137","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48341","Moore County","Texas","1722","22,141","Dumas, TX Micropolitan Statistical Area",""
"48343","Morris County","Texas","2249","12,834","",""
"48345","Motley County","Texas","3100","1,196","",""
"48347","Nacogdoches County","Texas","809","65,330","Nacogdoches, TX Micropolitan Statistical Area",""
"48349","Navarro County","Texas","1013","48,038","Corsicana, TX Micropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48351","Newton County","Texas","2161","14,140","Beaumont-Port Arthur, TX Metropolitan Statistical Area",""
"48353","Nolan County","Texas","2103","15,037","Sweetwater, TX Micropolitan Statistical Area",""
"48355","Nueces County","Texas","190","352,107","Corpus Christi, TX Metropolitan Statistical Area","Corpus Christi-Kingsville-Alice, TX Combined Statistical Area"
"48357","Ochiltree County","Texas","2372","10,806","",""
"48359","Oldham County","Texas","3042","2,102","Amarillo, TX Metropolitan Statistical Area","Amarillo-Borger, TX Combined Statistical Area"
"48361","Orange County","Texas","673","82,957","Beaumont-Port Arthur, TX Metropolitan Statistical Area",""
"48363","Palo Pinto County","Texas","1499","27,889","Mineral Wells, TX Micropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48365","Panola County","Texas","1647","23,870","",""
"48367","Parker County","Texas","505","121,418","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48369","Parmer County","Texas","2447","9,965","",""
"48371","Pecos County","Texas","2065","15,697","",""
"48373","Polk County","Texas","1051","45,790","",""
"48375","Potter County","Texas","504","121,661","Amarillo, TX Metropolitan Statistical Area","Amarillo-Borger, TX Combined Statistical Area"
"48377","Presidio County","Texas","2659","7,201","",""
"48379","Rains County","Texas","2355","11,065","",""
"48381","Randall County","Texas","486","126,474","Amarillo, TX Metropolitan Statistical Area","Amarillo-Borger, TX Combined Statistical Area"
"48383","Reagan County","Texas","2936","3,601","",""
"48385","Real County","Texas","2951","3,350","",""
"48387","Red River County","Texas","2274","12,470","",""
"48389","Reeves County","Texas","2176","13,965","Pecos, TX Micropolitan Statistical Area",""
"48391","Refugio County","Texas","2650","7,305","",""
"48393","Roberts County","Texas","3116","831","",""
"48395","Robertson County","Texas","2013","16,486","College Station-Bryan, TX Metropolitan Statistical Area",""
"48397","Rockwall County","Texas","665","85,245","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48399","Runnels County","Texas","2412","10,309","",""
"48401","Rusk County","Texas","931","53,622","Longview, TX Metropolitan Statistical Area","Longview-Marshall, TX Combined Statistical Area"
"48403","Sabine County","Texas","2404","10,361","",""
"48405","San Augustine County","Texas","2538","8,769","",""
"48407","San Jacinto County","Texas","1540","26,856","",""
"48409","San Patricio County","Texas","798","66,137","Corpus Christi, TX Metropolitan Statistical Area","Corpus Christi-Kingsville-Alice, TX Combined Statistical Area"
"48411","San Saba County","Texas","2755","6,012","",""
"48413","Schleicher County","Texas","2959","3,206","",""
"48415","Scurry County","Texas","1965","17,302","Snyder, TX Micropolitan Statistical Area",""
"48417","Shackelford County","Texas","2948","3,375","",""
"48419","Shelby County","Texas","1570","25,792","",""
"48421","Sherman County","Texas","2968","3,093","",""
"48423","Smith County","Texas","292","216,080","Tyler, TX Metropolitan Statistical Area","Tyler-Jacksonville, TX Combined Statistical Area"
"48425","Somervell County","Texas","2552","8,658","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48427","Starr County","Texas","843","61,963","Rio Grande City, TX Micropolitan Statistical Area","McAllen-Edinburg, TX Combined Statistical Area"
"48429","Stephens County","Texas","2498","9,247","",""
"48431","Sterling County","Texas","3099","1,219","",""
"48433","Stonewall County","Texas","3086","1,432","",""
"48435","Sutton County","Texas","2907","4,006","",""
"48437","Swisher County","Texas","2616","7,763","",""
"48439","Tarrant County","Texas","15","1,911,541","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48441","Taylor County","Texas","470","134,117","Abilene, TX Metropolitan Statistical Area",""
"48443","Terrell County","Texas","3111","903","",""
"48445","Terry County","Texas","2254","12,743","",""
"48447","Throckmorton County","Texas","3078","1,600","",""
"48449","Titus County","Texas","1371","32,581","Mount Pleasant, TX Micropolitan Statistical Area",""
"48451","Tom Green County","Texas","528","114,954","San Angelo, TX Metropolitan Statistical Area",""
"48453","Travis County","Texas","37","1,120,954","Austin-Round Rock, TX Metropolitan Statistical Area",""
"48455","Trinity County","Texas","2145","14,393","Huntsville, TX Micropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48457","Tyler County","Texas","1753","21,464","",""
"48459","Upshur County","Texas","1175","39,884","Longview, TX Metropolitan Statistical Area","Longview-Marshall, TX Combined Statistical Area"
"48461","Upton County","Texas","2949","3,372","",""
"48463","Uvalde County","Texas","1536","26,926","Uvalde, TX Micropolitan Statistical Area",""
"48465","Val Verde County","Texas","1003","48,623","Del Rio, TX Micropolitan Statistical Area",""
"48467","Van Zandt County","Texas","947","52,481","",""
"48469","Victoria County","Texas","637","90,028","Victoria, TX Metropolitan Statistical Area","Victoria-Port Lavaca, TX Combined Statistical Area"
"48471","Walker County","Texas","775","68,817","Huntsville, TX Micropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48473","Waller County","Texas","1066","45,213","Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48475","Ward County","Texas","2341","11,244","",""
"48477","Washington County","Texas","1324","34,147","Brenham, TX Micropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48479","Webb County","Texas","255","262,495","Laredo, TX Metropolitan Statistical Area",""
"48481","Wharton County","Texas","1145","41,216","El Campo, TX Micropolitan Statistical Area","Houston-The Woodlands, TX Combined Statistical Area"
"48483","Wheeler County","Texas","2783","5,751","",""
"48485","Wichita County","Texas","477","132,047","Wichita Falls, TX Metropolitan Statistical Area",""
"48487","Wilbarger County","Texas","2230","13,131","Vernon, TX Micropolitan Statistical Area",""
"48489","Willacy County","Texas","1736","21,921","Raymondville, TX Micropolitan Statistical Area","Brownsville-Harlingen-Raymondville, TX Combined Statistical Area"
"48491","Williamson County","Texas","143","471,014","Austin-Round Rock, TX Metropolitan Statistical Area",""
"48493","Wilson County","Texas","1061","45,418","San Antonio-New Braunfels, TX Metropolitan Statistical Area",""
"48495","Winkler County","Texas","2634","7,606","",""
"48497","Wise County","Texas","852","60,939","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","Dallas-Fort Worth, TX-OK Combined Statistical Area"
"48499","Wood County","Texas","1123","42,306","",""
"48501","Yoakum County","Texas","2591","8,184","",""
"48503","Young County","Texas","1906","18,341","",""
"48505","Zapata County","Texas","2146","14,390","Zapata, TX Micropolitan Statistical Area",""
"48507","Zavala County","Texas","2289","12,156","",""
"49001","Beaver County","Utah","2721","6,459","",""
"49003","Box Elder County","Utah","972","50,794","Ogden-Clearfield, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49005","Cache County","Utah","520","116,909","Logan, UT-ID Metropolitan Statistical Area",""
"49007","Carbon County","Utah","1778","20,988","Price, UT Micropolitan Statistical Area",""
"49009","Daggett County","Utah","3104","1,127","",""
"49011","Davis County","Utah","204","322,094","Ogden-Clearfield, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49013","Duchesne County","Utah","1826","20,308","",""
"49015","Emery County","Utah","2378","10,749","",""
"49017","Garfield County","Utah","2833","5,083","",""
"49019","Grand County","Utah","2481","9,360","",""
"49021","Iron County","Utah","1029","46,780","Cedar City, UT Micropolitan Statistical Area",""
"49023","Juab County","Utah","2406","10,348","Provo-Orem, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49025","Kane County","Utah","2654","7,260","",""
"49027","Millard County","Utah","2261","12,662","",""
"49029","Morgan County","Utah","2424","10,173","Ogden-Clearfield, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49031","Piute County","Utah","3081","1,510","",""
"49033","Rich County","Utah","3029","2,288","",""
"49035","Salt Lake County","Utah","39","1,079,721","Salt Lake City, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49037","San Juan County","Utah","2109","14,973","",""
"49039","Sanpete County","Utah","1484","28,237","",""
